行,取引先ID,法人番号,取引先名,最終判定,G列の訂正指示,I列_検証結果
1226,001Nn00000eVhvs,9200001004995,株式会社丸杉,架電不可（元△判定が妥当と確認）,G列訂正：923億円・単体／決算期は自社サイトに明記なし,○ 妥当（G列訂正：923億円・単体／決算期は自社サイトに明記なし。940億円・2022年度ではなくこちらを採るべき）：金額シード検証を実施し「923億円」で再検索したが、矛盾する別の整合的な数表は一切返らず、同値が自社ドメイン www.marusugi-recruit.com「丸杉について」会社データ（売上高923億円・従業員357名）から再現された＝1次値が誤りである信号は出ていない。自社HP会社情報の940億円（過去最高益）は§3-8の鮮度外だが、923億円は2027卒向け採用サイトの現行会社データで承認ソース系統9に該当。300億円の3倍で桁の余裕は決定的。残る弱点は決算期の非表示のみ。
1227,001Nn00000eVhwC,8080001009100,株式会社ホンダカーズ静岡,架電可（G列訂正あり）,"G列訂正：304.3760億円（2025年3月期・単体））：自社HP会社概要で確認できるのは売上高304億3,760万円（2025年3月決算期）、従業員419名（2025年3月現在）","○ 妥当（G列訂正：304.3760億円（2025年3月期・単体））：自社HP会社概要で確認できるのは売上高304億3,760万円（2025年3月決算期）、従業員419名（2025年3月現在）。G列の「330.6229億円（2026年3月期）」は自社HP・新聞・公的機関いずれの承認ソースでも再現できず、2026年3月期の数値は未公表と判断。株主は「本田技研工業株式会社 他3名」＝本田技研の子会社にあたるが、単体304.38億円で300億以上のため子会社ルール（§3-3）を充足し架電可否は○のまま。ただし基準超過はわずか4.38億円（1.4％）で、2026年3月期の実績次第では基準割れの可能性がある最も危険な行。設立2007年5月、資本金3億4,500万円、株式会社。"
1231,001Nn00000eVhwR,7490001001669,中澤氏家薬業株式会社,架電可（G列訂正あり）,G列訂正,○ 妥当（G列訂正の可能性：承認ソースで確認できたのは611億円（2025年3月現在）／597億円（2024年3月現在）で、G列の632億円（2025年度）は再現できなかった）：同社はメディパルホールディングス傘下の子会社であるため子会社ルール（§3-3）が適用されグループ連結値は使用不可だが、G列は子会社単体値であり、611億円でも632億円でも単体300億円以上を充足するため架電可否は○のまま。高知県内最大の医薬品総合卸、法人番号7490001001669（gBizINFO）一致で同名企業の取り違えなし（§6-2）。株式会社。
1257,001Nn00000eVi2O,5010001084045,富士製薬工業株式会社,架電可（G列訂正あり）,G列訂正：正しくは516.77億円〈2025年9月期・連結〉,"○ 妥当（G列訂正：正しくは516.77億円〈2025年9月期・連結〉。G列の461.38億円は2024年9月期の値で1期古い）：2025年9月期決算短信（2025/11/11開示）で連結売上高51,677百万円＝516.77億円（前期比+12.0%）を確認。桁検算OK。上場の親会社で連結採用に問題なし。いずれの期でも300億超のため架電可否は○のまま。"
1272,001Nn00000eVi44,6230001005201,北陸電気工業株式会社,架電可（G列訂正あり）,G列訂正：431.28億円は「2026年3月期」ではなく2025年3月期・連結の値,"○ 妥当（G列訂正：431.28億円は「2026年3月期」ではなく2025年3月期・連結の値。2025/5/9開示の2025年3月期決算短信で連結売上高431億2,800万円〈前期比▲0.13%〉と確認。決算期を1期繰り上げて記載している）：同名類似社の取り違えにも要注意——北陸電気工事株式会社（1930、2026年3月期連結610.28億円）は別法人。当社は6989・富山の電子部品メーカー（抵抗器・センサ）。2026年3月期は4〜12月期でEV向け電子部品が落ち込み減益との報道があり数値は要更新だが、売上規模は400億円台で300億を大きく超えるため架電可否は○のまま。"
1286,001Nn00000eViLm,5040001018652,朋和産業株式会社,架電可（G列訂正あり）,"G列訂正：再現できたのは884億円・2025年3月）：自社HP会社概要の掲出値は売上高884億円／従業員1,584名（いずれも2025年3月）","○ 妥当（G列訂正：再現できたのは884億円・2025年3月）：自社HP会社概要の掲出値は売上高884億円／従業員1,584名（いずれも2025年3月）。G列の922億円（2026年3月）は今回の検索では再現できず、決算期の取り違えの疑い。なお親会社はTOPPANではなくレンゴーグループ。子会社だが単体884〜922億円で300億を大幅超のため架電可否は○のまま。"
1296,001Nn00000eViMU,9010001142187,昭和リース株式会社,架電可（G列訂正あり）,G列訂正：子会社のため単体を採用すべき）：昭和リースは株式会社SBI新生銀行の子会社,"○ 妥当（G列訂正：子会社のため単体を採用すべき）：昭和リースは株式会社SBI新生銀行の子会社。§3-3・§6-4により子会社に連結値は使えず、G列の1,522.30億円（連結）は判定根拠として不可。官報決算データベースでは単体売上高642.57億円（2026年3月期・前期比53.3%増）で、単体でも300億を大幅超のため架電可否は○のまま。ただし単体値の出典がcatr.jp単独＝§7-1の先方確認待ち。自社HPに有価証券報告書（個別財務諸表）が掲載されており原典確定が可能。"
1308,001Nn00000eViRP,5010501024921,株式会社高山,架電不可（元△判定が妥当と確認）,"G列訂正：2,310.57億円・2025年2月期）","○ 妥当（G列訂正：2,310.57億円・2025年2月期）。1次の2,063億円は2017年2月期＝9期前で§3-8鮮度違反。日本食糧新聞2025/9/18「全国卸流通特集：菓子卸＝上位4社全て増収」で髙山の2024年度売上高2,310億円（前年比6.2%増）を確認し、独立2クエリが同値2,310億5,700万円に収束。新聞社ソース§3-4-4。菓子卸上位4社の一角で、コンフェックスと違いヤマエGHD等の傘下ではなく子会社ではない。300億の約7.7倍で判定自体は不変"
1327,001Nn00000eViTr,7120001055693,株式会社シエル石油大阪発売所,架電可（G列訂正あり）,G列訂正：自社HP会社概要で確認できる最新値は474億円（2025年1月期・単体）,○ 妥当（G列訂正：自社HP会社概要で確認できる最新値は474億円（2025年1月期・単体）。G列の「450億円（2026年1月期）」は同HPを絞り込んで検索しても再現できず、2026年1月期の数値は未公表の可能性。2024年1月期は459億円）。いずれの期でも300億を1.5倍超過するため架電可否は○のまま。なお正式商号は法人番号7120001055693で「株式会社シエル石油大阪発売所」だが、自社HPおよび商流上の表記は「株式会社シェル石油大阪発売所」。架電時の名乗りに注意（§6-7関連）。
1342,001Nn00000eVic9,1180001034813,株式会社オークローンマーケティング,架電不可（△要再確認）,G列訂正,△ §7-1回答待ち（G列訂正）：最新は第32期＝2025年3月期・単体の売上高424.19億円（前期比+17.09%）。1次が採った362.28億円は第31期＝2024年3月期の前年度値でありG列は第32期424.19億円に訂正。出典は官報決算公告の二次収録サイトcatr.jpのみで、自社HP企業情報・親会社NTTドコモのIR・gBizINFOには単体売上高の記載なし。catr.jpが承認ソースと認められれば○に回収可（第31期・第32期とも300億超）。
1365,001Nn00000eVijT,7010701027334,いすゞリーシングサービス株式会社,架電可,G列要訂正,"○ 妥当（G列要訂正）：いすゞ自動車の子会社だが親の連結ではなく単体値の採用で§3-3・§6-4は適合。再検証で2026年3月期の決算公告ベースの売上高4,396.14億円・総資産3,725.06億円・純利益86.19億円を確認したが、G列の1,677.77億円とも1次が併記した1,031.75億円とも一致せず、同一期に3値が並立している。どの値でも300億の3倍超のため架電可否は○で不動。G列の金額はEDINET有報原本で確定させること。"
