行,取引先ID,法人番号,取引先名,元H判定,最終判定,架電可,I列_検証結果,J列_ソース
960,001Nn00000eVevG,5120001043493,株式会社サステック,○,架電可,○,○ 妥当：株主はメタルワンおよび日本製鉄で子会社に該当するが、採用値は単体607億円（2024年度＝2025年3月期）であり§3-3適用は正しい。直近期2026年3月期は582.23億円（前年比▲4.19%）で、逆算すると前期607.7億円となりG列と整合（検算OK）。いずれの期も300億超。より新しい2025年度値へ更新する余地あり。,https://www.sustech.co.jp/company/;https://catr.jp/companies/a29f9/26101
961,001Nn00000eVevU,7070001009787,株式会社岡本工作機械製作所,○,架電可,○,"○ 妥当：(株)岡本工作機械製作所の2026年3月期決算短信(2026年5月13日)で連結売上高42,513百万円=425.13億円(前期比2.8%減)を再現確認。同社は東証上場の親会社であり、単体226.06億円は300億未満だが§3-3により親会社は連結300億超でOKのため判定は正当(子会社への連結値流用ではない)。出典はJPX掲載短信に加え自社IRサイトの短信PDFでも確認。採用値が450億円未満のため要注意行として計上。",https://www.okamoto.co.jp/wp-content/uploads/2026/05/ca4572aeb937c0a49671da0a94fe32de.pdf; https://www.okamoto.co.jp/financial-results; https://www2.jpx.co.jp/disc/61250/140120260429514118.pdf
962,001Nn00000eVevW,7013301002723,株式会社久世,○,架電可,○,○ 妥当：東証スタンダード上場（2708）の親会社。2026年3月期の連結売上高735億300万円を確認しG列735億円・連結と一致。中期計画第1フェーズ目標（660億円）を上回った実績として自社IR／報道で再現。§3-3の親会社ルールで連結採用可、300億基準を大きく超過。,https://finance.logmi.jp/articles/384996;https://www.kuze.co.jp/ir/library/financial-results.html;https://www.kuze.co.jp/ir/
963,001Nn00000eVevX,7010001034997,東京製綱株式会社,○,架電可（G列訂正あり）,○,"○ 妥当（G列訂正の疑い）：反証を試みたが判定は覆らず。東証プライム上場（5981）の親会社であり§3-3で連結採用可。連結は2026年3月期中間303.6億円・通期予想640億円（2025/11/12開示の第2四半期決算短信／決算説明会資料）で300億を大きく超過するため○は堅い。一方G列の単体379.71億円（37,971百万円）は金額をシードした検索でも承認ソースから一度も再現できず、1次J列のgBizINFO URLの法人番号2010001017016はリストB列7010001034997と不一致（別法人の頁を引いた疑い）。単体値と決算期（2025年3月期の可能性）は要再取得。判定根拠は連結値に置き換えるのが安全。",https://www.tokyorope.co.jp/info/assets/pdf/2026%E5%B9%B43%E6%9C%88%E6%9C%9F%E7%AC%AC2%E5%9B%9B%E5%8D%8A%E6%9C%9F%20%E6%B1%BA%E7%AE%97%E8%AA%AC%E6%98%8E%E4%BC%9A%E8%B3%87%E6%96%99.pdf;https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20251112/20251112597341.pdf;https://www.tokyorope.co.jp/ir/zaimu_report/yukasyokenhoukoku.html
964,001Nn00000eVevZ,4120101022051,株式会社クボタケミックス,○,架電可,○,○ 妥当：クボタ100%子会社に単体値を採用しており§3-3適用は正しく、H列URL（会社概要・沿革）も実在。G列566億円（2025年12月期）は自社サイトの数値を検索経由で抽出できず値そのものの再確認には至らなかったが、同期の純利益85.9億円・総資産715.16億円という規模、および2018年度453.25億円からの推移と矛盾せず、300億超は確実。決算期12月もクボタ本体と一致し整合。,https://www.kubota-chemix.co.jp/company/outline.html;https://www.kubota-chemix.co.jp/recruit/graph.html;https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4120101022051
965,001Nn00000eVez3,9020001039928,スチールプランテック株式会社,△,架電不可（△要再確認）,×,△ 妥当：確認不可で正しい。追加で当たった経路＝官報決算公告（catr.jpに第18〜23期を収録。第23期＝2024年3月期の売上高は186.25億円との記載で、事実なら300億未満＝×側）、自社HP会社概要、gBizINFO（いずれも売上高なし）。マイナビ掲載の340.6億円は禁止ソース。承認ソース不在かつ数値が基準近辺で割れるため△維持が正しい,https://catr.jp/companies/7f72a/9833; https://catr.jp/companies/7f72a/9833/settlements/9a729/304477; https://steelplantech.com/aboutus/outline; https://info.gbiz.go.jp/hojin/ichiran?hojinBango=9020001039928
966,001Nn00000eVez4,2010001017016,三洋貿易株式会社,○,架電可,○,"○ 妥当：東証プライム上場（3176）の親会社。2025年9月期は連結1,327.30億円・単体807億円で、G列807.90億円（80,790,191千円＝80,790百万円）・単体と整合。桁検算OK。決算期も直近。300億基準を大きく超過。",https://www.sanyo-trading.co.jp/ir/finance/review/;https://www.nikkei.com/nkd/disclosure/tdnr/20251114502865/;https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2010001017016
967,001Nn00000eVez8,4180001045097,株式会社名古屋食糧,○,架電可,○,"○ 妥当：自社HP会社概要に「年商503億4,515万円（令和7年3月期）」＝503.45億円・単体と明記されており再現できた。株式会社・単体値で300億超、決算期も直近3期以内。会社概要の現行URLは https://meisyoku.co.jp/company/outline/ 。",https://meisyoku.co.jp/company/outline/;https://meisyoku.co.jp/company/
968,001Nn00000eVezF,9250001010007,東ソー物流株式会社,○,架電可,○,○ 妥当：自社HP「業績・決算広告」ページで2026年3月期の単体売上高538億円（連結613億円）を分離記載で確認。東ソーの子会社だが単体538億で§3-3の子会社単体300億以上を満たす。連結値は不使用。H列のURLは現行構成では https://www.tosoh-logi.co.jp/about/financial/ に修正が必要。,https://www.tosoh-logi.co.jp/about/financial/;https://www.tosoh-logi.co.jp/about/company/
969,001Nn00000eVezP,5080101002461,株式会社ニューフレアテクノロジー,△,架電不可（△要再確認）,×,△ 要再確認：官報決算公告（catr.jp）第30期＝2025年3月期の単体売上高779.46億円・営業利益133.78億円・経常利益153.07億円・純利益106.01億円。東芝デバイス＆ストレージ100%子会社だが単体で300億超。根拠が官報二次収録サイトのみで§7-1未決着。追加で当たった経路＝官報決算公告（第26/28/30期）、東芝IR（連結3兆円超で10%超注記の対象外）,https://catr.jp/companies/885b8/48664/settlements/5fd5c/414520; https://catr.jp/companies/885b8/48664; http://www.nuflare.co.jp/corporate/about/
970,001Nn00000eVezQ,1460101001924,よつ葉乳業株式会社,○,架電可,○,"○ 妥当：自社HP企業概要に売上高1,321億円（2025年度）を確認しG列と一致。株式会社で、農協系出資の独立会社（特定の親会社の連結値を当てているわけではない）。単体値で300億の4.4倍のため親子判定によらず条件クリア。会社概要の現行URLは https://www.yotsuba.co.jp/company/info/outline/ 。",https://www.yotsuba.co.jp/company/info/outline/;https://www.yotsuba.co.jp/company/info/
971,001Nn00000eVezS,1240001007713,トヨタカローラ広島株式会社,○,架電可,○,"○ 妥当（反証できず・独立再現あり）：金額を伏せた別クエリでも自社HP企業情報から「売上高980億円（2026年3月期）」とグループ全体1,573億円の併記が再現し、G列980億円は当社単体値でグループ値の誤採用ではない。仮に広島トヨタ系の子会社と解しても単体で300億の3倍超のため§3-3クリア。自社HPに決算公告ページ（BS/PL掲載）も実在。",https://www.t-corolla.co.jp/corporate;https://www.t-corolla.co.jp/corporate/kessankoukoku
972,001Nn00000eVezU,4010401007523,キーコーヒー株式会社,○,架電可,○,"○ 妥当：2026年3月期決算短信（連結）で連結売上高930億67百万円を確認。G列の単体842.97億円（84,297百万円）は連結値を下回り整合的で桁検算OK。東証上場の親会社であり単体・連結いずれでも300億基準を大きく超過。決算期も直近。",https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260515/20260515536412.pdf;https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4010401007523
973,001Nn00000eVezX,2430001012643,株式会社日総,△,架電不可（△要再確認）,×,△ 妥当：確認不可で正しい。追加で当たった経路＝官報決算公告データベース（catr.jpに当社の決算公告収録なし）、自社HP会社概要 nisso.gr.jp/outline（売上高記載なし）。上場のNISSOホールディングス／日総工産は別法人で流用不可。約120億円との数値はマイナビ・Baseconnect・Buffett-Code等の禁止ソースのみで桁も不安定,https://www.nisso.gr.jp/outline/; https://www.nisso.gr.jp/group/
974,001Nn00000eVezd,2010001010887,イオンフィナンシャルサービス株式会社,○,架電可,○,"○ 妥当：2026年2月期決算短信で連結営業収益5,693億70百万円（569,370百万円・前期比6.8%増）を確認しG列と一致、桁検算OK。金融業のため「売上高」でなく営業収益採用は§3-7に適合。留意点：同社はイオン(株)の連結子会社であるが、自ら連結決算を開示する東証プライム上場の中間持株会社であり「ホールディングスはグループ連結300億超で可」に該当と判断した。単体営業収益は承認ソースで確認できず（§3-3の子会社解釈を厳格に取る場合は先方確認が要る）。",https://www.aeonfinancial.co.jp/-/media/AeonGroup/Aeonfinancial/Files/ir/library/tanshin/2025/tanshin260408.pdf?sc_lang=ja-JP;https://www.aeonfinancial.co.jp/ir/info/summary/;https://www.aeonfinancial.co.jp/ir/info/
975,001Nn00000eVf1d,5240001015621,株式会社メタルワン西日本,△,架電不可（△要再確認）,×,△ 要再確認：2025年3月期の単体売上高692.51億円との記載を官報決算公告収録サイト（catr.jp企業ページ）およびBuffett-Codeで確認。メタルワン100%子会社だが単体で300億超。ただし承認ソースには記載がなく§7-1未決着。追加で当たった経路＝官報決算公告DB、親会社メタルワンの決算公表PDF（連結のみで子会社単体なし。連結1兆円超のため10%超注記も不可）,https://catr.jp/companies/f9c2f/63660; https://www.mtlo.co.jp/ir/; https://www.mtlo.co.jp/wp-content/uploads/2025/05/%E6%B1%BA%E7%AE%972024.pdf; http://www.mtlo-nishinihon.co.jp/company/
