取引先 ID,法人番号,取引先名,Web サイト,売上（範囲）,アポインターメモ_検索用,,
001Nn00000eVh7f,4360001006502,イオン琉球株式会社,https://www.aeon-ryukyu.jp/about/company/,"5: 300億円以上~1,000億円未満",6/22シモムラソウノスケ,確認不可,"△ 自社HP会社概要は2026年2月末の「営業収益」1,116.3億円のみ。判定基準は売上高のため不採用。承認ソースで売上高を確認できず。https://www.aeon-ryukyu.jp/about/company/"
001Nn00000eVh7i,2010001027031,株式会社日立ビルシステム,https://www.hbs.co.jp/coguide/corporate.html,"6: 1,000億円以上",,"2,893億円（2024年度・単体）","○ 自社HP会社概要。2024年度売上高2,893億円。https://www.hbs.co.jp/coguide/corporate.html"
001Nn00000eVhC5,2010401020321,東洋水産株式会社,http://www.maruchan.co.jp/,"6: 1,000億円以上",,"5,366億円（2026年3月期・連結）","○ 自社HP会社概要。2026年3月期連結売上高5,366億円。https://www.maruchan.co.jp/company/info/"
001Nn00000eVhCT,1370001001380,国分東北株式会社,https://www.kokubu.co.jp/touhoku/company/outline/,"5: 300億円以上~1,000億円未満","売上高	120,262百万円（2025年12月期） 従業員数	281名（2025年12月31日現在）","1,202.62億円（2025年12月期・単体）","○ 自社HP会社概要。2025年12月期売上高120,262百万円。https://www.kokubu.co.jp/touhoku/company/outline/"
001Nn00000eVhCZ,6390001011877,日東ベスト株式会社,https://www.nittobest.co.jp/,"5: 300億円以上~1,000億円未満",,574億円（2026年3月期・連結）,○ 自社HP会社概要。2026年3月期連結売上高574億円。https://www.nittobest.co.jp/company/aboutus.html
001Nn00000eVhrH,6180001016088,株式会社ＥＮＥＯＳウイング,https://www.eneos-wing.co.jp,"6: 1,000億円以上",オカモトアツキ,"3,250億円（2024年度・単体）","○ 自社採用HP「ENEOSウイングをもっと知る」。2024年度売上高3,250億円。https://www.eneos-wing.co.jp/recruit/hs/company/detail/"
001Nn00000eVhrO,8120001110183,株式会社福屋不動産販売,http://www.fukuya-k.co.jp/company/about.php?area=kansai,"5: 300億円以上~1,000億円未満",,確認不可,△ 自社HP企業概要・グループ情報・公的情報を確認したが、直近3期の福屋不動産販売単体売上高を承認ソースで確認できず。https://www.fukuya-k.co.jp/fukuya/company/about
001Nn00000eVhrR,6120001023131,近鉄グループホールディングス株式会社,http://www.kintetsu-g-hd.co.jp/,"6: 1,000億円以上",,"17,503.07億円（2026年3月期・連結）","○ 自社IR決算短信。2026年3月期連結売上高1,750,307百万円。https://www.kintetsu-g-hd.co.jp/ir/zaimuinfo/index.html"
001Nn00000eVhrY,9010001060406,ＡＧＣ硝子建材株式会社,https://www.agc-gk.com/,"5: 300億円以上~1,000億円未満",／,469億円（2025年12月期・単体）,○ 自社HP会社概要。2025年1月～12月売上高469億円。https://www.agc-gk.com/corporate/
001Nn00000eVhrm,1010001008998,株式会社青山メインランド,https://www.aml.co.jp/,"5: 300億円以上~1,000億円未満",システム　経理,確認不可,△ 自社HP・公的情報・決算公告を確認したが、直近3期の承認ソースで売上高を確認できず。自社沿革の年間売上100億円達成は1998年で鮮度条件外。https://www.aml.co.jp/history/
001Nn00000eVhru,1010001126172,株式会社イエローハット,https://www.yellowhat.jp/corp/about/profile.html,"5: 300億円以上~1,000億円未満",,"1,712.80億円（2026年3月期・連結）","○ 自社HP会社概要。2026年3月期連結売上高1,712億80百万円。https://www.yellowhat.jp/corp/about/profile.html"
001Nn00000eVhs1,9380001005415,佐藤燃料株式会社,http://www.satonenryo.com/,"5: 300億円以上~1,000億円未満",イシマツハル,340億円（2025年3月期・関連子会社含む）,○ 自社HP会社概要。2025年3月期売上高340億円（関連子会社含む）。親会社としてグループ値採用。https://www.satonenryo.com/profile
001Nn00000eVhsO,5360001000413,沖縄セルラー電話株式会社,https://www.au.com/okinawa_cellular,"5: 300億円以上~1,000億円未満",,確認不可,△ 自社IRでは直近実績を「営業収益」として開示。売上高ではないため判定値として不採用。https://corp.okinawa-cellular.jp/ir/library/chuki/
001Nn00000eVhsV,8010001067609,株式会社エスコン,http://www.es-conjapan.co.jp,"5: 300億円以上~1,000億円未満",,"1,370.29億円（2026年3月期・連結）","○ 自社HP会社概要。2026年3月期連結売上高1,370億29百万円。https://www.es-conjapan.co.jp/about/information/"
001Nn00000eVhsZ,8010801013514,株式会社ニシヤマ,http://www.nishiyama.co.jp/,"5: 300億円以上~1,000億円未満",,418億円（2023年度・単体）,○ 自社公式会社案内PDF。2023年度売上高418億円。https://www.nishiyama.co.jp/wp-content/uploads/a86a6dd851afe075b85fce00c03872a7.pdf
001Nn00000eVhsp,1130001001272,株式会社たけびし,https://www.takebishi.co.jp,"5: 300億円以上~1,000億円未満",,"1,098.62億円（2025年度・連結）","○ 自社HP会社概要。2025年度連結売上高1,098億62百万円。https://www.takebishi.co.jp/company/outline/"
001Nn00000eVhsu,7430001008637,株式会社セコマ,http://secoma.co.jp/index.html,"6: 1,000億円以上",,確認不可,"△ 自社HP・公的資料を確認したが、確認できる2,039億円はセイコーマート加盟店売上高で株式会社セコマ自体の売上高ではないため不採用。https://secoma.co.jp/"
001Nn00000eVhsx,7020001030517,株式会社ヨロズ,http://www.yorozu-corp.co.jp/,"5: 300億円以上~1,000億円未満",,"1,763.30億円（2026年3月期・連結）","○ 自社HP会社概要。2026年3月期連結売上高176,330百万円。https://www.yorozu-corp.co.jp/about/outline/"
001Nn00000eVht0,5011101011888,大成設備株式会社,http://www.taisei-setsubi.jp/index.html,"5: 300億円以上~1,000億円未満",,確認不可,△ 自社HPは2025年度「完成工事高」486億円のみ。判定基準の売上高として明記された承認ソースを確認できず不採用。https://taisei-setsubi.jp/corporate/profile/
001Nn00000eVht5,4080101008939,大昭和紙工産業株式会社,https://www.daishowasiko.com/company/associate,"5: 300億円以上~1,000億円未満",🔵MC:管理本部／総務人事部 0545-32-1500 / 遠藤ひかり 大昭和紙工産業 人事総務,確認不可,△ 自社HP・公的情報・決算公告を確認したが、直近3期の承認ソースで売上高を確認できず。https://www.daishowasiko.com/company/associate
001Nn00000eVhtB,8200001011522,丸栄コンクリート工業株式会社,http://www.maruei-con.co.jp/,"5: 300億円以上~1,000億円未満",,340億円（2025年度・単体）,○ 自社HP会社概要。2025年度売上高340億円。https://www.maruei-con.co.jp/gaiyou.htm
001Nn00000eVhtC,8010401055238,日鉄興和不動産株式会社,https://www.nskre.co.jp,"6: 1,000億円以上",,確認不可,△ 自社財務資料は「営業収益」表記。売上高ではないため判定値として不採用。https://www.nskre.co.jp/financials/
001Nn00000eVhtE,9310001000026,アイティーアイ株式会社,https://www.iti-e.co.jp/publics/index/50,"5: 300億円以上~1,000億円未満",,"1,193億円（2025年6月期・単体）","○ 自社採用HP「数字で見るアイティーアイ」。2025年6月期売上高1,193億円。https://recruit.iti-e.co.jp/company/data/"
001Nn00000eVhtQ,6140001011869,六甲バター株式会社,https://www.qbb.co.jp/,"5: 300億円以上~1,000億円未満",,432.93億円（2025年12月期・単体）,"○ 自社HP会社概要。2025年12月期単独売上高432億9,300万円。https://www.qbb.co.jp/company/about"
001Nn00000eVhtW,5010401018940,株式会社テレビ東京,http://www.tv-tokyo.co.jp/,"6: 1,000億円以上",,"1,263.76億円（2026年3月期・単体）","○ 自社HP会社概要。2026年3月期売上高1,263億7,600万円。https://www.tv-tokyo.co.jp/kaisha/company/profile.html"
001Nn00000eVhtY,8040001026108,京葉瓦斯株式会社,http://www.keiyogas.co.jp/,"6: 1,000億円以上",,"1,176.65億円（2025年12月期・連結）","○ 自社決算短信。2025年12月期連結売上高117,665百万円。https://www.keiyogas.co.jp/pdf/2025_12.pdf"
001Nn00000eVhto,2010001057425,松井証券株式会社,http://www.matsui.co.jp/,"5: 300億円以上~1,000億円未満",,確認不可,"△ 証券会社。自社IR/決算短信は2026年3月期「営業収益」52,660百万円を開示するが、判定基準の売上高ではないため不採用。https://www.matsui.co.jp/company/ir/"
001Nn00000eVhtp,5130001021382,株式会社第一物産,http://www.daiichibussan.co.jp/,"5: 300億円以上~1,000億円未満",,【300億未満】283億円（2025年5月期・単体）,× 300億未満。自社HP会社概要。2025年5月期売上高283億円。http://www.daiichibussan.co.jp/contents/company.html
001Nn00000eVhts,6010001056010,フォーデイズ株式会社,https://fordays.jp/,"5: 300億円以上~1,000億円未満",,303億円（2026年3月期・単体）,○ 自社HP会社概要。2026年3月期年商303億円。https://www.fordays.jp/company/
001Nn00000eVhu8,9140001003021,石光商事株式会社,https://www.ishimitsu.co.jp/company/outline/,"5: 300億円以上~1,000億円未満",,765.27億円（2026年3月期・連結）,"○ JPX決算短信。2026年3月期連結売上高76,527百万円。https://www2.jpx.co.jp/disc/27500/140120260513530334.pdf"
001Nn00000eVhuc,1140001006741,尾道造船株式会社,http://onozo.co.jp/ja/group,"5: 300億円以上~1,000億円未満",,560.25億円（2025年度・単体）,"○ 自社HP会社概要。2025年度売上高560億2,500万円。https://onozo.co.jp/ja/company"
001Nn00000eVhud,4021001025063,株式会社ガスター,http://www.gastar.co.jp/index.html,"5: 300億円以上~1,000億円未満",X,確認不可,△ 子会社。自社HP・親会社リンナイ公開情報を確認したが、直近3期の単体売上高を承認ソースで確認できず。2015年3月期357億円は鮮度条件外。https://www.rinnai.co.jp/releases/2016/0215/index_1.html
001Nn00000eVhun,8010001058665,株式会社ムゲンエステート,https://www.mugen-estate.co.jp/corporate/about.html,"5: 300億円以上~1,000億円未満",,682.62億円（2025年12月期・連結）,"○ 自社HP会社概要。2025年12月期連結売上高68,262百万円。https://www.mugen-estate.co.jp/corporate/about.html"
001Nn00000eVhv4,3120001056530,株式会社大広,http://www.daiko.co.jp,"6: 1,000億円以上",,確認不可,△ 子会社。自社HP・親会社博報堂DYHD公開資料を確認したが、直近3期の大広単体売上高を承認ソースで確認できず。https://www.daiko.co.jp/about/outline/
001Nn00000eVhv8,8120001196529,ダイドードリンコ株式会社,http://www.dydo.co.jp/,"6: 1,000億円以上",,確認不可,△ 子会社。自社HP・親会社DyDo GHDのIR/事業資料を確認したが、国内飲料事業は複数社を含み、ダイドードリンコ単体売上高を承認ソースで確定できず。https://www.dydo.co.jp/corporate/profile/
001Nn00000eVhvH,6010901008705,内外テック株式会社,http://www.naigaitec.co.jp/,"5: 300億円以上~1,000億円未満",,326.14億円（2026年3月期・連結）,"○ 自社IR決算短信。2026年3月期連結売上高32,614百万円。https://www.naigaitec.co.jp/ir/libraly/result.html"
001Nn00000eVhvO,6040001003380,イオン株式会社,http://www.aeon.info,"6: 1,000億円以上",,確認不可,△ 自社IRの2026年2月期トップラインは「営業収益」表記。判定基準の売上高ではないため不採用。https://www.aeon.info/ir/individual/results/
001Nn00000eVhvS,2010001080336,東京シティ青果株式会社,https://www.city-seika.com/company/gaiyou/,"5: 300億円以上~1,000億円未満",X,962億円（2025年度・単体）,○ 自社採用HP。2025年度売上高962億円。https://recruit.city-seika.com/guide/
001Nn00000eVhvf,4180001094400,トヨフジ海運株式会社,https://www.toyofuji.co.jp/about/corporate.html,"5: 300億円以上~1,000億円未満",,確認不可,△ 自社HP・公開資料を確認したが、直近3期のトヨフジ海運単体売上高を承認ソースで確認できず。https://www.toyofuji.co.jp/about/corporate.html
001Nn00000eVhvg,7010401063398,テクノプロ・ホールディングス株式会社,https://www.technoproholdings.com,"6: 1,000億円以上",／⭐,"2,389.66億円（2025年6月期・連結）","○ 自社IR決算短信（IFRS）。2025年6月期連結売上収益238,966百万円。https://www.technoproholdings.com/news/filedownload.php?name=6c3631b59755e8c6b8fad9c4e451bf5a.pdf"
001Nn00000eVhvm,1120001083626,株式会社Ｊ．フロント建装,https://www.jfdc.co.jp/,"5: 300億円以上~1,000億円未満",,506.45億円（2024年度・単体）,"○ 親会社J.フロント リテイリング公式IR DAY資料。J.フロント建装の2024年度売上高50,645百万円。https://www.j-front-retailing.com/_data_json/news/_upload/260217_IR_DAY_presentation_J.pdf"
001Nn00000eVhvs,9200001004995,株式会社丸杉,http://www.marusugi.com/index.html,"5: 300億円以上~1,000億円未満",,確認不可,△ 自社HPで2022年度売上高940億円は確認できるが、直近3期の数値ではなく鮮度条件外。https://marusugi.com/corporate/
001Nn00000eVhwC,8080001009100,株式会社ホンダカーズ静岡,https://www.hondacars-shizuoka.co.jp/company/outline/,"5: 300億円以上~1,000億円未満",,330.6229億円（2026年3月期・単体）,"○ 自社HP会社概要。2026年3月実績の売上高330億6,229万円。https://www.hondacars-shizuoka.co.jp/company/outline/"
001Nn00000eVhwG,1110001001051,株式会社加賀田組,https://www.kagata.co.jp/,"5: 300億円以上~1,000億円未満",,454.8676億円（2025年9月時点・単体）,"○ 自社HP会社概要。2025年9月現在売上高454億8,676万円。https://www.kagata.co.jp/company/about.html"
001Nn00000eVhwJ,8010001082839,ガンホー・オンライン・エンターテイメント株式会社,http://www.gungho.co.jp/,"5: 300億円以上~1,000億円未満",,"1,036億円（2024年12月期・連結）","○ JPX適時開示。2024年12月期連結売上高103,600百万円。https://www2.jpx.co.jp/disc/37650/140120250204562957.pdf"
